id,target,split
qmof-4d2a8cb,3.397027,val
qmof-ea15ac0,0.041971,train
qmof-5890c4d,3.4296810000000004,test
qmof-ab42336,2.509584,train
qmof-4e93a90,1.4613649999999998,train
qmof-355e9d2,2.690086,train
qmof-51eaa24,3.1501910000000004,val
qmof-b7213aa,2.8405590000000003,train
qmof-9f5070f,0.4410959999999999,train
qmof-d05d631,2.902614,train
qmof-0371cf3,1.38568,train
qmof-7943fa6,3.002738,train
qmof-d007203,3.083074,train
qmof-0b89f2c,2.4734,val
qmof-0a3a813,3.105916,train
qmof-0b0f0b1,3.13586,train
qmof-043da85,4.336526,train
qmof-67c66b9,2.827185,train
qmof-ecef75e,1.596145,train
qmof-7a071d1,3.003815,train
qmof-2d76250,3.3139920000000003,train
qmof-6a595fd,1.696454,val
qmof-2a526c0,0.679408,train
qmof-b5487b6,0.669945,train
qmof-49a800c,0.710393,train
qmof-2b4073d,3.203745,train
qmof-cee74ee,3.1530400000000003,train
qmof-f444b48,1.0942570000000005,train
qmof-542c160,2.7956950000000003,train
qmof-ebaf62f,2.92983,train
qmof-ef07e73,3.418797,train
qmof-461359c,0.7935129999999999,train
qmof-1d25033,1.2982790000000002,train
qmof-3a7d3be,3.383019,train
qmof-3133aaf,2.9317520000000004,train
qmof-46fd92a,4.183124,train
qmof-151b128,3.293884,train
qmof-cd1c2f7,2.362059,test
qmof-a146fa2,2.366423,train
qmof-51b139b,0.88106,train
qmof-fb7f2ef,1.141697,train
qmof-120743e,0.2566279999999998,train
qmof-8c5cb3b,1.775046,train
qmof-b4606cd,2.071724,train
qmof-7708ea4,3.110386,train
qmof-9eeead2,3.449792,test
qmof-bc3f92f,3.445564,val
qmof-b8ef732,3.448867,train
qmof-f9326c1,2.87525,val
qmof-5ad859a,2.95465,val
qmof-8ec47b6,2.947194,train
qmof-8c7637f,2.436193,val
qmof-5bf570d,2.822462,train
qmof-2ab8c3c,2.620628,val
qmof-0417e5b,2.199309,val
qmof-94f603c,2.303044,train
qmof-8ab2648,2.341395,train
qmof-4232690,2.0423020000000003,train
qmof-c07ea8b,0.4394829999999999,train
qmof-f4bb5b3,2.816421,val
qmof-d55908c,1.24542,val
qmof-7f24e48,0.340904,train
qmof-c870fb3,4.274604,train
qmof-5d009d5,0.91577,train
qmof-df4cc2a,3.969812,train
qmof-a432f8e,3.157155,train
qmof-882e6a8,1.58828,train
qmof-4588df0,2.774834,test
qmof-f057986,4.299316,train
qmof-d2f8c7e,0.707062,train
qmof-00b509c,2.283617,train
qmof-ff93e75,2.0229630000000003,train
qmof-f2ae0a5,2.931273,test
qmof-dcabab2,0.739085,test
qmof-9cc6917,3.254686,train
qmof-75920df,2.68017,train
qmof-8741cdf,1.447889,train
qmof-b7bdebd,0.757941,train
qmof-22a8f48,2.749294,train
qmof-091c24a,2.736386,train
qmof-93fec81,0.560962,train
qmof-b5586a3,2.168632,train
qmof-0e4f65c,1.7825799999999998,train
qmof-3287bc9,2.5933580000000003,test
qmof-7d89f40,1.362378,train
qmof-961be1d,1.933385,train
qmof-26ae89d,2.428935,train
qmof-68534d9,2.646855,test
qmof-3df4536,2.396047,train
qmof-dcebb7c,3.1532630000000004,train
qmof-8d3781c,2.827864,train
qmof-bc4bc0b,2.813396,train
qmof-9545770,0.1076350000000001,train
qmof-03d0a12,4.603591,train
qmof-9f8456f,3.05276,train
qmof-2023658,2.952756,train
qmof-de9ead6,2.83269,train
qmof-30a8228,2.875067,train
qmof-456d03e,0.0278239999999999,val
qmof-9897045,2.81996,train
qmof-c939f55,1.3190499999999998,train
qmof-6ac85da,2.790297,train
qmof-f5afc17,1.36554,train
qmof-500d20d,3.106449,train
qmof-32ac742,0.4187780000000001,train
qmof-8f721fc,0.911599,train
qmof-42408b9,4.221959999999999,train
qmof-d024be2,2.660512,train
qmof-37d508d,2.40915,train
qmof-3f7f897,3.809802,train
qmof-b9a1228,2.302511,train
qmof-449b3ee,4.655846,test
qmof-0218bc4,5.917018,train
qmof-e873125,2.29692,train
qmof-972e98d,0.734289,train
qmof-2011a0f,3.072673,test
qmof-714a907,3.4276470000000003,val
qmof-1b80432,2.354564,train
qmof-dd3c067,3.172962,train
qmof-0b3d138,0.906087,val
qmof-5718ab1,0.919229,train
qmof-6c3e399,3.286012,train
qmof-2f238e2,1.09723,train
qmof-f0bdd71,0.90183,train
qmof-e12dfd1,2.784238,val
qmof-7003032,3.15116,test
qmof-07ae0e9,2.89051,train
qmof-137f330,0.84676,train
qmof-d260db4,2.849166,train
qmof-7a182f0,1.0871730000000002,train
qmof-afc3059,0.968798,val
qmof-7c778f1,2.41288,val
qmof-6e9bf49,2.0545660000000003,train
qmof-177cedf,2.508228,train
qmof-5b8ae7a,2.60599,train
qmof-8c9690f,2.5647420000000003,train
qmof-5083a07,0.575536,val
qmof-69ee5ab,0.690352,train
qmof-2c0cdf7,0.725196,train
qmof-87e0534,2.759251,train
qmof-61282f6,0.967107,train
qmof-7d0fb3f,1.496437,train
qmof-225c8dd,1.131187,train
qmof-9f3340e,2.108443,train
qmof-e2e9e5f,1.07066,train
qmof-f848e64,1.2085659999999998,train
qmof-88a6105,1.157781,train
qmof-4bbc418,3.177362,train
qmof-b779d72,4.039666,train
qmof-b3bca3a,3.772214,train
qmof-1a54af9,2.8938040000000003,train
qmof-556b070,1.4713219999999998,train
qmof-e52fce8,3.652854,val
qmof-e9d7079,2.167961,train
qmof-a39158b,2.533725,train
qmof-ce90295,0.5677979999999999,train
qmof-91c371e,0.791962,train
qmof-7aae4df,2.448218,train
qmof-e024f70,3.689591,train
qmof-f0db0ad,0.278152,test
qmof-89fb1f3,1.295036,train
qmof-3b862db,2.491985,val
qmof-33c75d7,2.513306,train
qmof-b0f27f3,2.561226,train
qmof-a160a88,2.564284,train
qmof-65f8632,4.112379,train
qmof-d497239,2.062508,train
qmof-cacd1c8,2.01382,train
qmof-2f8901b,3.3374550000000003,train
qmof-48b7ac1,3.350041,train
qmof-825bab0,3.229444,train
qmof-fcdc93e,3.244584,train
qmof-46b1e8f,2.898361,train
qmof-05279d0,1.270035,test
qmof-4fe2b3b,2.551029,test
qmof-0c88519,2.555845,test
qmof-ad02239,0.8987990000000001,train
qmof-741f030,3.063721,train
qmof-75d6a44,0.22703,test
qmof-ca04f3f,2.714408,train
qmof-6729ffe,1.116824,test
qmof-2c1ce1f,2.472335,test
qmof-fbdf599,0.851607,val
qmof-459830d,2.568528,train
qmof-582aea9,2.060085,train
qmof-48fb4e9,2.336989,val
qmof-f269adb,2.231509,train
qmof-45689c4,3.249414,train
qmof-0a8808d,3.083983,train
qmof-e2e9016,0.978368,test
qmof-c645675,1.7476410000000002,train
qmof-f07f203,0.209633,train
qmof-9c9e23d,0.255261,train
qmof-7b0b569,1.013707,train
qmof-c94efcd,4.433088,test
qmof-0daa5d3,2.973828,train
qmof-b971c64,4.27145,train
qmof-94ec8a2,4.137308,val
qmof-002f097,3.344747,train
qmof-f6f1359,2.818981,train
qmof-2188f7f,2.903915,train
qmof-f077716,1.640774,train
qmof-ac01f2d,1.6007889999999998,train
qmof-83e5a32,1.964483,val
qmof-044255f,3.128492,val
qmof-260f300,1.911233,val
qmof-5c0fddb,1.175467,test
qmof-c22186d,1.592705,train
qmof-19ecede,0.677531,train
qmof-6ab4305,1.4074330000000002,train
qmof-1231f0a,2.194065,train
qmof-171d834,2.9431700000000003,train
qmof-be06dfb,1.700307,train
qmof-6da396d,1.0664669999999998,val
qmof-4a4c3dc,4.8918800000000005,train
qmof-1a90743,1.074659,train
qmof-76ab95c,1.013084,train
qmof-4b9ff08,1.105993,train
qmof-3d4b29f,1.1274730000000002,train
qmof-4369f46,0.846133,train
qmof-461be91,0.660554,train
qmof-311e4d4,0.713043,train
qmof-0d43f7f,0.695158,train
qmof-6585ef5,0.943654,train
qmof-fe38504,1.287619,train
qmof-e15198f,2.526767,val
qmof-5c226cb,2.243856,train
qmof-3754b4e,2.78647,train
qmof-e7ae2d4,1.957668,train
qmof-1072fba,1.201967,train
qmof-08c1883,2.248597,train
qmof-c3733f1,1.745815,train
qmof-6cb27a7,2.156904,train
qmof-1265040,1.105595,train
qmof-80c1ca8,3.134795,train
qmof-e1eb1d3,3.0051360000000003,train
qmof-39e1d7d,4.4952380000000005,train
qmof-002580c,1.1389170000000002,train
qmof-1220330,2.413311,test
qmof-ebae1e4,2.363045,train
qmof-7c5f404,0.901069,train
qmof-91a16d8,1.375745,train
qmof-62da067,3.300543,train
qmof-7bcba44,0.932637,train
qmof-44c9442,0.822287,train
qmof-41e59b9,1.890322,train
qmof-ade80fa,0.515908,test
qmof-9fad232,1.459437,val
qmof-d9247b5,2.419592,train
qmof-def4cfb,2.27136,train
qmof-e9bf6d4,2.093026,train
qmof-bcd74e7,1.953172,train
qmof-fe5b4e4,2.7740370000000003,train
qmof-4fd6966,2.389181,train
qmof-3ea6b66,3.173522,train
qmof-d53fad7,2.763647,train
qmof-7c6989f,3.033295,train
qmof-d9f0c2b,3.096924,test
qmof-cb69483,1.862667,train
qmof-875c095,2.760692,train
qmof-d4b91fb,2.805775,train
qmof-415187e,3.31445,train
qmof-d01066a,2.972791,train
qmof-b8d9ea0,3.173558,train
qmof-14c2b89,2.669678,train
qmof-70d5ada,0.411883,train
qmof-afb7457,0.958453,train
qmof-c9bb6d6,1.732814,train
qmof-c99692d,1.0441090000000002,train
qmof-0505344,1.292418,val
qmof-13af5eb,3.207427,train
qmof-e212836,3.172663,train
qmof-af71c28,1.703048,train
qmof-6d579f1,1.7155860000000005,train
qmof-83aa673,1.7159760000000002,train
qmof-b23782e,2.158916,train
qmof-4d9f4e8,2.170177,train
qmof-e758e02,0.867786,train
qmof-1df1f71,2.712456,train
qmof-a97dbc4,2.5820640000000004,train
qmof-a8b8a3c,0.5818709999999999,train
qmof-c605c0a,0.905235,train
qmof-d1ec783,2.8459670000000004,train
qmof-e02e5c6,1.5243250000000002,train
qmof-294c6fc,2.411822,val
qmof-18fef57,3.844597,train
qmof-ccded81,0.839373,train
qmof-4dbdf12,1.1227840000000002,train
qmof-b6e06d1,0.3746039999999999,train
qmof-bba9cc0,2.009706,train
qmof-6068fe2,2.971487,train
qmof-9968ce6,3.0284500000000003,test
qmof-43ef3a1,2.597387,train
qmof-fdef13d,2.291134,train
qmof-270f527,3.185992,train
qmof-48ec37d,0.863611,train
qmof-7df997f,0.899272,train
qmof-0cb9b75,2.84455,test
qmof-151799f,2.881267,train
qmof-29f7abe,3.055028,test
qmof-63babd7,5.536122,test
qmof-03f76d4,5.501479000000001,train
qmof-7b26ade,1.923018,train
qmof-9964e9d,1.469637,train
qmof-854b146,3.138418,train
qmof-f4b9067,3.147341,train
qmof-67bb876,3.077193,train
qmof-aef345f,2.955122,train
qmof-88bd988,1.7124130000000002,train
qmof-bc8c13d,4.456184,val
qmof-a668ff8,0.4565370000000001,train
qmof-6759cff,0.03598,val
qmof-f251d7a,0.2043899999999999,train
qmof-4d020d6,0.659466,train
qmof-eca8b2e,2.622639,train
qmof-7f0e1cd,1.711159,train
qmof-0f25b5a,2.982527,val
qmof-309cef3,2.593891,train
qmof-873a982,2.502831,val
qmof-136a607,2.599678,train
qmof-0ac7a90,2.612849,train
qmof-1814167,2.896795,train
qmof-8eba52e,2.693466,val
qmof-83de5c7,1.163582,test
qmof-df7fc19,1.802078,train
qmof-68cbbe0,3.334104,train
qmof-5c01e0f,3.11028,train
qmof-43a7019,3.117852,train
qmof-7ef0e18,2.990565,test
qmof-d1cbf2f,2.884338,val
qmof-b84877c,3.638138,train
qmof-567e418,3.415495,train
qmof-6a9204c,0.692858,train
qmof-8fa9c85,1.2129019999999997,train
qmof-d5014d8,2.5370120000000003,test
qmof-f91eaa7,2.110685,train
qmof-5cbb170,0.4341699999999999,val
qmof-1766203,1.4022450000000002,train
qmof-f441841,0.945348,val
qmof-a715883,1.00248,train
qmof-ecc4da9,2.130521,train
qmof-34b5f2d,2.1393880000000003,test
qmof-0baeff6,3.735257,train
qmof-9e3b2f6,2.831784,train
qmof-16dfff2,3.932073,test
qmof-49bc51b,0.078311,test
qmof-6b9c221,2.699536,train
qmof-6db2252,3.201514,train
qmof-88bea54,2.931811,train
qmof-02f386f,2.798149,train
qmof-f161d3d,2.246909,train
qmof-1ae3a52,2.363794,train
qmof-fcc3039,2.255602,train
qmof-dccfdea,3.269393,train
qmof-ec9d083,2.3939920000000003,train
qmof-5a4677e,1.830064,train
qmof-f16d368,2.8047370000000003,train
qmof-a68826c,0.21336,train
qmof-844ba33,3.570914,train
qmof-3f97eed,2.302076,train
qmof-0614d31,3.056489,val
qmof-e11d9cb,0.866179,train
qmof-5eabff0,0.4714380000000002,train
qmof-9a9e64a,0.4282039999999998,train
qmof-c4b76e9,0.4891339999999999,train
qmof-fbdd307,3.539992,train
qmof-4d3ba60,3.214231,train
qmof-3657264,3.079659,train
qmof-e790c38,1.5101299999999998,train
qmof-8b0680e,2.3659600000000003,train
qmof-ab04fd5,2.7636190000000003,val
qmof-679bb6b,2.547593,train
qmof-a07366c,0.55104,train
qmof-84740d1,2.981586,train
qmof-213c150,2.380036,test
qmof-25b0904,2.398405,train
qmof-8499bb2,2.504464,train
qmof-6eae3f7,2.385287,val
qmof-6840e6b,2.784928,test
qmof-32c8f96,2.8232,test
qmof-6504d94,2.450415,train
qmof-e29dfd2,1.459642,train
qmof-f1b4afc,4.027286999999999,train
qmof-c458714,4.253975,train
qmof-da4ea81,2.610999,train
qmof-de9d67c,1.987077,train
qmof-3d63cef,1.934129,test
qmof-a7e3a59,1.963245,train
qmof-666050e,0.5278320000000001,train
qmof-ba1edaa,1.765028,train
qmof-71c9e40,0.4071640000000001,train
qmof-e132d67,0.7259390000000001,train
qmof-6aff677,2.145718,train
qmof-a8cfc39,2.168446,train
qmof-fe4db64,2.218955,train
qmof-e5d44b6,5.160495,train
qmof-400bbbf,1.645584,train
qmof-b2a8e0e,0.974296,test
qmof-9ca48a0,4.105092,train
qmof-1246441,4.476705,train
qmof-e1cb3fa,0.826684,val
qmof-c8b355e,3.183396,train
qmof-cc0c005,2.506065,test
qmof-6ff64b6,3.785995,train
qmof-bcc1269,3.428461,test
qmof-68a8f48,3.562042,train
qmof-dd76d21,1.117857,val
qmof-b5a2c09,3.04494,train
qmof-b7b8b62,0.3538719999999999,test
qmof-b46d9f5,2.664364,train
qmof-45649ec,1.131488,train
qmof-9977307,0.7600170000000002,test
qmof-7f0f059,1.834878,train
qmof-37e791c,0.69742,train
qmof-e54c960,1.651323,train
qmof-1b788d8,0.71014,train
qmof-fc3bd04,0.683013,train
qmof-469b6f3,1.387539,train
qmof-3c96780,0.871743,test
qmof-e6c9e36,2.497871,train
qmof-14c3c38,0.773368,train
qmof-e036ae1,2.811523,test
qmof-16e256a,2.721354,val
qmof-4c3897e,3.068235,train
qmof-105bba5,2.70759,train
qmof-4f95744,2.026357,train
qmof-8676659,0.15907,train
qmof-4a1e9e7,1.941404,train
qmof-5779e02,2.247287,train
qmof-7787590,1.619567,train
qmof-36d351c,2.214539,train
qmof-e6a0327,1.850257,test
qmof-0fa2384,2.098066,test
qmof-86ab3d5,3.640358,train
qmof-83e2c80,2.724475,train
qmof-46a34bc,2.471511,train
qmof-7d02795,1.3510270000000002,val
qmof-2943f96,0.92621,train
qmof-e4ec22b,2.7661390000000003,train
qmof-be1b006,0.8943640000000002,test
qmof-537f6ec,3.368835,val
qmof-b3bf417,0.714899,test
qmof-778efcb,2.780241,train
qmof-c0f13ca,0.733399,train
qmof-e3a20ba,2.043807,train
qmof-b89c781,1.3267600000000002,test
qmof-ec03cad,3.2362550000000003,val
qmof-3029056,2.7740280000000004,train
qmof-beb7ad4,2.076549,train
qmof-e8ede7f,0.771134,train
qmof-285b2ff,1.818766,val
qmof-02fc147,1.600127,test
qmof-f9380a0,0.001607,train
qmof-3b6652e,3.102946,train
qmof-9f9b665,2.054384,train
qmof-ffe1312,2.623081,test
qmof-9845d29,2.971165,val
qmof-ef5f46f,1.4561650000000002,val
qmof-c14236d,2.925652,train
qmof-f774737,1.600252,train
qmof-8b88ed3,2.145602,train
qmof-83e07e9,3.232318,train
qmof-6e5f0d6,3.061215,val
qmof-7edffdc,2.855734,val
qmof-e18a048,3.071542,test
qmof-b9c5c8c,4.168561,test
qmof-2bb9974,0.934712,train
qmof-c2f7da3,1.590539,train
qmof-b5ec64a,1.759728,test
qmof-be2d371,0.9005829999999999,val
qmof-546dd2b,1.595195,train
qmof-f8dd514,2.341841,train
qmof-e84c5c9,2.702248,train
qmof-0eba9d1,3.932927,test
qmof-aca49e8,2.818829,train
qmof-0056327,2.820832,train
qmof-e4633f0,0.894258,train
qmof-1518089,3.1411360000000004,train
qmof-6815e74,1.020105,train
qmof-3b9998a,2.394168,train
qmof-43a7c42,2.702739,train
qmof-b1eac6f,2.5724560000000003,train
qmof-21760ea,1.901426,train
qmof-e0e4dbd,3.066197,train
qmof-06933eb,2.385175,val
qmof-da91405,3.10249,train
qmof-206a6de,4.332528,train
qmof-c36c401,2.673302,val
qmof-f4ccf24,3.02288,train
qmof-3f72143,2.998155,train
qmof-725cabf,3.178951,train
qmof-285d109,2.412122,train
qmof-702a0a9,2.566747,train
qmof-050c8bc,2.833338,train
qmof-6a08cb9,2.298037,train
qmof-bbea870,0.479932,train
qmof-15701ff,1.53334,train
qmof-50cbb92,2.254559,train
qmof-5b10b0b,0.775987,train
qmof-b1c70fd,3.130764,train
qmof-56ad7f4,2.775809,train
qmof-83e8959,2.932563,test
qmof-01edd7e,2.871102,train
qmof-f5c8d10,0.461927,train
qmof-7505ece,2.098382,train
qmof-b44d887,0.6932680000000002,train
qmof-b6b91b1,0.3382729999999998,train
qmof-bc36f56,2.839795,val
qmof-cf8f441,4.562654,test
qmof-b4a483b,1.732409,train
qmof-e669187,2.3423580000000004,test
qmof-361489d,3.053173,train
qmof-e9eae19,0.499015,train
qmof-10947da,2.62441,train
qmof-401a2c2,2.52299,test
qmof-8b6c81e,3.614475,train
qmof-c60bf32,2.390864,train
qmof-4e4b76a,3.957788,train
qmof-0bdd243,1.973759,train
qmof-b446b2d,0.592613,train
qmof-520ebea,2.6133390000000003,train
qmof-221bac5,2.976669,train
qmof-85a47a8,4.448561,train
qmof-6f7fc4a,3.305498,train
qmof-f936989,2.528643,train
qmof-8b5ef75,1.065211,train
qmof-5eeb6a4,0.4593629999999999,train
qmof-630c138,3.4390300000000003,val
qmof-9d1bb2b,2.773136,train
qmof-334586a,0.535298,train
qmof-94200c0,3.110707,train
qmof-e8e4106,1.966047,train
qmof-f0f7453,2.0544450000000003,train
qmof-b125dd6,3.498731,train
qmof-89eb540,2.659561,train
qmof-11b15c6,3.495795,train
qmof-48ecb3b,3.233152,train
qmof-79e46ad,3.127465,train
qmof-ec81e8a,2.7720040000000004,train
qmof-ab89669,1.329643,train
qmof-d1f791b,3.356288,train
qmof-1773abb,3.45623,train
qmof-d42765b,0.902886,train
qmof-fcbd00c,2.905837,train
qmof-8ae539d,2.9981560000000003,train
qmof-6efe8f8,3.071801,train
qmof-3a44c4b,2.88097,train
qmof-ab78090,2.902603,val
qmof-462a448,3.948483,test
qmof-81022c0,2.620545,train
qmof-176cc4f,2.686775,train
qmof-12dfe13,4.255104,val
qmof-352b9b5,4.100523,train
qmof-ffb1310,0.9260719999999998,train
qmof-e4ea248,1.954083,train
qmof-b14702d,1.758368,train
qmof-6dd9a5a,2.985476,train
qmof-1138683,1.77218,train
qmof-a740fb7,0.804408,train
qmof-1817e88,2.496823,train
qmof-ef85522,1.812364,train
qmof-e21e341,3.110208,train
qmof-cbce3c5,2.458383,train
qmof-bf96a9f,2.868895,train
qmof-975d128,2.911836,val
qmof-1115f41,1.6719559999999998,train
qmof-1548d62,3.33853,train
qmof-42b2d04,2.01922,train
qmof-8e6a68f,2.348482,train
qmof-eaee57b,2.607174,train
qmof-faf2699,2.315994,train
qmof-1d20a91,1.144471,train
qmof-517abf2,1.298984,train
qmof-a61cced,2.79157,train
qmof-bd41929,0.921662,train
qmof-e169936,2.258923,train
qmof-cff9a36,0.934444,train
qmof-aff572c,3.4581290000000005,train
qmof-c970470,3.62029,val
qmof-e4f97d4,0.999594,train
qmof-3470a15,3.230167,train
qmof-07fb9bf,1.552465,train
qmof-8cc38c9,3.63373,train
qmof-be09118,2.007707,train
qmof-5a93d85,1.14069,train
qmof-89c9846,1.678824,train
qmof-74c5a19,1.901844,train
qmof-aa662d6,0.943061,train
qmof-9eec513,1.92097,train
qmof-863f3a9,2.537148,train
qmof-e521165,2.770627,train
qmof-4d20956,2.690993,train
qmof-03894a2,0.21293,train
qmof-1b6c849,1.316455,train
qmof-36f1dad,2.939003,test
qmof-7e3ab62,2.935136,train
qmof-ff1391f,3.4830870000000003,train
qmof-74acec1,2.526939,train
qmof-8f39415,0.868913,train
qmof-859b831,3.053916,train
qmof-369bb4b,1.617787,train
qmof-22d5639,0.652269,train
qmof-cc44e12,2.26197,train
qmof-5947f65,1.187574,train
qmof-485839c,2.943906,val
qmof-2063f6c,3.606096,train
qmof-ed6b003,5.38091,train
qmof-2a29927,2.016738,train
qmof-8ab5525,3.152069,test
qmof-64aeaba,0.7597,train
qmof-c31564c,1.77136,train
qmof-2622a28,0.7503,test
qmof-fb08966,3.716489,val
qmof-746e866,3.349189,val
qmof-7007e9e,1.5555,train
qmof-899ea4d,0.987478,train
qmof-fdd7150,0.715616,train
qmof-c8f0292,0.98905,test
qmof-4a2dcce,3.218649,train
qmof-60b56bd,3.26309,train
qmof-4ffb71f,3.14108,train
qmof-ed3b382,3.137343,train
qmof-1babb8f,4.461539,train
qmof-c9bcdde,2.558056,train
qmof-8decf5b,2.465096,train
qmof-2d7d1e7,2.395994,train
qmof-23a9d66,0.2432589999999999,train
qmof-e14a6bb,2.344762,train
qmof-bfc5248,0.5186649999999999,train
qmof-d3b0421,1.922294,train
qmof-2596182,1.729345,train
qmof-c430d7c,0.927809,train
qmof-2ab1c90,4.006111,train
qmof-18059b1,4.008361,train
qmof-8e85940,1.6154910000000005,train
qmof-054541d,1.4663620000000002,train
qmof-90710c8,1.6496939999999998,train
qmof-bcad1ac,0.855509,train
qmof-8de943d,2.37974,test
qmof-fbdfba6,3.284494,train
qmof-e57c124,3.657774,val
qmof-d8e2d5a,3.16363,train
qmof-4ec3895,2.171352,train
qmof-8af7565,1.380106,train
qmof-4720334,2.696738,train
qmof-f5690c7,1.5892090000000003,train
qmof-a0884cd,2.907569,train
qmof-4fc4a40,1.408305,train
qmof-f2f9463,2.66455,test
qmof-e64b388,3.1445220000000003,val
qmof-dc43527,0.673027,test
qmof-ce36f66,0.495,train
qmof-306aa03,0.2767309999999999,train
qmof-a04911c,2.866754,test
qmof-7527a5f,2.954996,train
qmof-0f74d4c,2.462648,train
qmof-ecf163d,0.2360149999999998,train
qmof-a730e22,2.27346,train
qmof-01f8adf,4.55489,val
qmof-e39683b,1.742713,train
qmof-a54ae56,1.7478209999999998,train
qmof-a2d4eaa,3.226783,train
qmof-9752ef1,2.006459,train
qmof-13f45fd,3.066619,train
qmof-14a67d5,2.491565,val
qmof-04459f0,1.339644,train
qmof-40c1e03,2.156513,train
qmof-c91080d,3.419858,train
qmof-1547f0e,0.786722,val
qmof-8e3bc8d,2.382787,train
qmof-59103c5,3.111373,val
qmof-29823dd,4.585619,train
qmof-0644d90,2.805417,train
qmof-7082d23,2.323686,train
qmof-9a970ac,2.080472,train
qmof-eebdff7,2.639645,train
qmof-3d12eb1,3.370654,train
qmof-10c5d89,2.458021,train
qmof-52cac05,1.221722,val
qmof-2ab39f5,2.70033,train
qmof-8aa53db,2.103515,train
qmof-c7db4a4,1.6521899999999998,test
qmof-af7608c,1.80271,train
qmof-5c584aa,3.801948,train
qmof-35c8474,2.02614,test
qmof-0ca5226,4.495191999999999,train
qmof-d29b685,3.358317,train
qmof-e7019ed,0.6790099999999999,train
qmof-673bd4c,2.203946,train
qmof-1fe6988,0.8953169999999999,train
qmof-7cde1ad,2.668285,train
qmof-f78137f,3.353086,val
qmof-ce19bbe,3.178357,train
qmof-732dc1a,3.073179,train
qmof-c6a63af,3.212387,train
qmof-68f7719,3.234102,train
qmof-0a0718a,3.2253740000000004,train
qmof-876addd,3.012852,train
qmof-3a3a471,3.0086,train
qmof-3c2f047,3.037254,train
qmof-108b274,0.337955,val
qmof-c2c7421,2.107224,train
qmof-1cfa94a,0.3802139999999998,val
qmof-a40eb47,2.842324,train
qmof-73c6324,0.633837,val
qmof-ba25365,2.81703,train
qmof-26fc218,4.375359,train
qmof-248f738,0.6717550000000003,train
qmof-88c0dcd,2.5740670000000003,train
qmof-7b3f604,2.368805,train
qmof-0e84517,0.2092079999999998,train
qmof-372bc82,4.96838,train
qmof-ad06ef4,0.88102,train
qmof-0cfad40,0.900648,train
qmof-c7fd3ba,0.914692,train
qmof-a457b47,0.22935,train
qmof-cffa37f,2.982227,train
qmof-a3936a0,2.582073,train
qmof-14d9a90,1.797073,test
qmof-d346410,1.431625,train
qmof-1fd65b5,0.957332,train
qmof-22e7468,3.3237080000000003,train
qmof-8cd9d78,2.143179,test
qmof-379302a,1.242584,train
qmof-cdca546,4.675509,train
qmof-5c1675f,3.432757,train
qmof-f7fc9af,0.44859,train
qmof-a6524a9,1.7110330000000002,train
qmof-e9595ba,2.25836,val
qmof-d08ab23,3.339279,test
qmof-0054a8a,1.7952180000000002,train
qmof-986eab9,1.036399,train
qmof-3dea6dd,4.380482,test
qmof-ed9a745,0.968487,train
